Record_ID,Date,Month,State,Region,River_Basin,Rainfall_mm,River_Level_m,Soil_Moisture,Upstream_Release_cumecs,Distance_to_River_km,Catchment_Slope_deg,Elevation_m,Drainage_Density_km_per_km2,Land_Use,Flood
R00490,2024-06-04,6,Maharashtra,West,Tapi,231.6,4.38,0.77,7.3,3.41,3.42,236,0.76,Urban,1
R00491,2024-06-06,8,Tripura,North-East,Gumti,248.9,5.68,0.836,2.8,4.32,9.51,768,2.52,Agriculture,1
R00492,2025-01-25,12,Bihar,East,Kosi,23.2,2.05,0.106,8.7,1.42,3.35,5,1.54,Forest,0
R00493,2025-03-22,4,Chhattisgarh,Central,Mahanadi,48.8,2.24,0.269,20.0,0.91,2.81,263,1.1,Wetland,0
R00494,2025-06-14,12,Uttarakhand,North,Ganga,14.8,1.76,0.157,24.7,4.95,4.79,1010,1.18,Forest,0
R00495,2024-11-01,9,Jharkhand,East,Subarnarekha,216.6,5.02,0.708,2.4,0.47,2.18,203,1.49,Agriculture,1
R00496,2024-12-06,9,Tripura,North-East,Gumti,332.1,7.28,0.9,3.5,4.8,6.75,625,1.93,Barren,1
R00497,2025-01-22,2,Arunachal Pradesh,North-East,Brahmaputra,4.7,1.5,0.118,9.1,1.41,7.57,727,2.32,Urban,0
R00498,2024-09-07,10,Himachal Pradesh,North,Indus,135.1,3.42,0.527,11.0,7.98,5.33,779,1.34,Agriculture,0
R00499,2025-03-23,9,Uttar Pradesh,North,Ganga,207.4,5.89,0.687,88.2,1.52,6.48,855,2.33,Urban,1
R00500,2025-01-18,12,Tripura,North-East,Gumti,10.1,1.6,0.156,10.0,2.31,8.84,579,2.43,Wetland,0
R00501,2025-06-12,1,Punjab,North,Indus,18.7,1.8,0.155,4.0,2.32,5.4,867,1.59,Agriculture,0
R00502,2025-02-10,8,Assam,North-East,Brahmaputra,265.6,9.28,0.83,61.6,2.63,6.14,780,2.03,Urban,1
R00503,2025-06-19,11,Meghalaya,North-East,Brahmaputra,62.3,3.69,0.219,16.9,1.48,9.5,835,2.19,Urban,0
R00504,2024-08-22,1,Bihar,East,Kosi,39.2,2.12,0.252,3.6,4.8,2.24,5,0.94,Barren,0
R00505,2024-12-11,7,Punjab,North,Indus,261.7,5.44,0.832,4.4,2.78,6.13,966,1.45,Urban,1
R00506,2024-11-02,2,Meghalaya,North-East,Brahmaputra,25.4,2.6,0.153,8.6,2.05,9.57,753,2.6,Urban,0
R00507,2025-03-04,3,Goa,West,Zuari,32.3,1.75,0.253,8.2,7.31,2.65,375,1.05,Wetland,0
R00508,2024-11-27,8,Chhattisgarh,Central,Godavari,231.4,6.4,0.777,32.9,4.55,3.13,377,1.56,Wetland,1
R00509,2025-06-24,11,Punjab,North,Indus,146.9,3.57,0.507,4.0,3.4,6.98,789,1.2,Urban,0
R00510,2025-02-23,9,Uttar Pradesh,North,Ganga,269.4,7.81,0.857,69.0,4.26,5.43,666,1.62,Agriculture,1
R00511,2024-09-11,1,Karnataka,South,Krishna,35.7,2.19,0.245,2.3,2.18,4.5,224,0.81,Wetland,0
R00512,2025-06-09,9,Tripura,North-East,Gumti,288.1,6.56,0.9,8.0,1.51,8.28,946,2.34,Agriculture,1
R00513,2024-12-26,6,Gujarat,West,Narmada,310.9,6.37,0.9,5.9,2.63,2.46,261,0.65,Forest,1
R00514,2024-08-28,1,Rajasthan,West,Indus,38.9,1.66,0.196,6.6,1.48,2.06,486,0.9,Barren,0
R00515,2024-07-02,4,Tamil Nadu,South,Cauvery,34.7,2.13,0.179,9.7,7.08,3.3,302,1.04,Urban,0
R00516,2024-09-24,8,Haryana,North,Ganga,159.6,5.65,0.582,91.2,1.5,5.87,740,1.8,Urban,1
R00517,2025-07-05,1,Gujarat,West,Tapi,11.6,1.66,0.18,4.7,0.4,0.64,350,0.46,Wetland,0
R00518,2024-07-14,4,Gujarat,West,Tapi,0.0,1.56,0.152,1.9,1.81,0.26,209,0.75,Agriculture,0
R00519,2025-07-05,4,Assam,North-East,Brahmaputra,25.3,2.32,0.153,4.8,2.55,6.9,916,1.8,Forest,0
R00520,2024-09-26,4,Nagaland,North-East,Brahmaputra,17.4,1.89,0.218,8.1,2.79,9.04,857,2.14,Agriculture,0
R00521,2025-01-17,7,Tripura,North-East,Gumti,274.4,6.6,0.888,5.1,3.14,8.25,611,2.46,Forest,1
R00522,2024-07-08,11,Himachal Pradesh,North,Indus,82.6,2.63,0.26,5.4,3.41,4.8,816,1.16,Barren,0
R00523,2024-11-15,6,West Bengal,East,Ganga,280.5,7.85,0.848,7.0,4.54,1.7,230,1.94,Barren,1
R00524,2024-07-08,7,Madhya Pradesh,Central,Ganga,207.6,5.92,0.714,50.8,2.08,4.09,236,1.11,Agriculture,1
R00525,2024-10-20,3,Goa,West,Zuari,42.5,1.86,0.242,3.3,7.5,2.02,274,1.17,Wetland,0
R00526,2025-07-04,5,Gujarat,West,Sabarmati,16.4,1.9,0.181,5.0,8.43,1.0,574,1.12,Wetland,0
R00527,2024-12-15,7,Himachal Pradesh,North,Ganga,217.4,6.24,0.654,67.6,2.09,6.43,800,1.04,Barren,1
R00528,2025-07-08,4,Uttarakhand,North,Ganga,46.1,2.5,0.255,0.7,1.84,5.52,806,1.86,Agriculture,0
R00529,2025-05-26,2,Madhya Pradesh,Central,Ganga,41.4,2.19,0.153,8.4,3.33,4.46,325,0.75,Forest,0
R00530,2024-11-11,1,Punjab,North,Indus,7.7,1.67,0.159,6.7,2.57,7.64,1002,1.09,Wetland,0
R00531,2024-06-16,2,Tripura,North-East,Gumti,30.3,2.02,0.226,12.6,4.59,7.81,657,2.54,Barren,0
R00532,2024-12-23,8,Sikkim,North-East,Teesta,372.8,11.39,0.9,11.4,0.83,6.51,789,2.33,Forest,1
R00533,2024-07-09,4,Goa,West,Mandovi,28.1,1.92,0.125,11.3,5.14,0.85,316,0.88,Urban,0
R00534,2024-09-30,4,Sikkim,North-East,Teesta,9.5,1.61,0.158,15.1,3.56,9.23,755,1.84,Agriculture,0
R00535,2024-09-22,9,Bihar,East,Ganga,233.9,6.75,0.751,87.2,1.73,4.45,225,1.04,Forest,1
R00536,2024-10-29,9,Bihar,East,Kosi,140.1,5.18,0.495,4.6,8.36,2.45,261,1.43,Forest,1
R00537,2025-01-27,9,Maharashtra,West,Krishna,275.7,6.7,0.9,56.2,3.85,0.5,240,0.44,Wetland,1
R00538,2025-04-03,6,Haryana,North,Indus,287.0,5.92,0.853,5.4,6.22,4.83,882,1.5,Forest,1
R00539,2024-06-14,1,Madhya Pradesh,Central,Tapi,3.7,1.35,0.207,23.3,8.17,0.98,341,1.54,Agriculture,0
R00540,2025-07-02,1,Sikkim,North-East,Teesta,0.0,1.43,0.095,11.0,4.87,6.33,451,2.51,Barren,0
R00541,2024-09-19,5,Nagaland,North-East,Brahmaputra,23.8,1.85,0.176,13.7,0.95,6.67,691,1.85,Agriculture,0
R00542,2024-08-07,7,Madhya Pradesh,Central,Narmada,71.2,2.79,0.297,0.7,1.91,2.5,218,1.42,Agriculture,1
R00543,2025-07-12,5,West Bengal,East,Hooghly,38.4,1.86,0.227,15.0,2.88,4.19,377,1.75,Wetland,0
R00544,2025-02-18,12,Odisha,East,Mahanadi,48.3,2.26,0.335,11.4,2.82,2.43,99,1.66,Agriculture,0
R00545,2024-09-01,3,Uttarakhand,North,Ganga,32.9,2.01,0.223,10.9,5.13,6.76,1011,1.07,Urban,0
R00546,2025-03-14,2,Assam,North-East,Brahmaputra,33.4,2.68,0.155,5.3,10.75,7.26,544,2.1,Urban,0
R00547,2024-12-23,11,Jharkhand,East,Ganga,107.9,3.63,0.342,11.0,0.91,3.9,231,1.1,Urban,1
R00548,2025-06-17,1,Arunachal Pradesh,North-East,Brahmaputra,32.4,2.62,0.169,6.3,1.49,7.73,666,2.76,Barren,0
R00549,2024-10-01,1,Odisha,East,Brahmani,0.0,1.19,0.144,13.6,0.72,4.08,5,1.59,Barren,0
R00550,2025-04-27,1,West Bengal,East,Hooghly,27.4,1.83,0.142,9.6,3.96,3.48,13,1.88,Barren,0
R00551,2024-12-01,1,Meghalaya,North-East,Brahmaputra,23.9,2.01,0.163,0.9,3.6,7.97,771,2.49,Barren,0
R00552,2024-06-20,9,Sikkim,North-East,Teesta,208.2,6.97,0.642,2.8,0.25,9.08,771,2.07,Urban,1
R00553,2024-06-13,3,Assam,North-East,Brahmaputra,22.3,1.91,0.147,9.5,0.94,7.27,833,2.57,Urban,0
R00554,2025-04-17,4,Assam,North-East,Brahmaputra,11.8,1.76,0.119,12.8,1.75,8.23,692,2.56,Barren,0
R00555,2024-08-25,6,Assam,North-East,Brahmaputra,504.6,15.92,0.9,3.6,0.32,8.01,476,2.11,Wetland,1
R00556,2025-03-09,7,Punjab,North,Indus,207.1,4.51,0.731,7.0,3.22,6.86,944,1.08,Barren,1
R00557,2025-06-28,4,Gujarat,West,Tapi,17.4,1.63,0.147,8.9,0.65,1.35,249,1.13,Urban,0
R00558,2025-04-21,2,Mizoram,North-East,Barak,32.0,2.14,0.223,10.7,4.15,8.78,697,2.05,Wetland,1
R00559,2024-08-24,1,Bihar,East,Kosi,43.3,2.43,0.301,15.1,4.71,2.28,118,1.61,Agriculture,1
R00560,2024-09-07,7,Punjab,North,Indus,39.9,2.24,0.245,8.9,2.58,5.82,684,0.99,Barren,0
R00561,2025-04-19,9,Andhra Pradesh,South,Godavari,333.0,7.97,0.9,19.6,1.2,3.0,325,1.02,Agriculture,1
R00562,2025-07-16,5,Rajasthan,West,Luni,30.8,1.67,0.199,7.9,0.58,1.7,177,0.93,Urban,1
R00563,2024-10-05,9,Tripura,North-East,Gumti,54.1,2.63,0.29,3.2,2.08,8.16,634,1.95,Urban,1
R00564,2024-12-25,1,Uttar Pradesh,North,Ganga,0.0,1.52,0.1,7.7,2.81,5.53,781,1.27,Barren,0
R00565,2024-12-05,2,Uttarakhand,North,Ganga,31.2,2.05,0.208,3.5,4.44,5.64,731,2.39,Agriculture,0
R00566,2024-09-12,10,Nagaland,North-East,Brahmaputra,136.5,5.19,0.449,12.0,4.92,7.32,679,2.79,Barren,1
R00567,2025-01-17,12,Madhya Pradesh,Central,Tapi,26.6,2.0,0.171,7.8,1.56,1.96,465,0.94,Urban,0
R00568,2025-01-14,1,Assam,North-East,Brahmaputra,14.1,1.89,0.154,10.3,0.4,6.43,882,1.74,Wetland,0
R00569,2025-04-11,6,Gujarat,West,Sabarmati,154.5,3.23,0.501,10.6,5.67,4.52,208,1.0,Barren,1
R00570,2025-07-12,6,Manipur,North-East,Barak,252.0,6.98,0.796,2.7,2.47,6.86,546,2.59,Forest,1
R00571,2024-09-04,8,Kerala,South,Pamba,266.4,6.44,0.868,16.1,2.51,3.4,231,1.34,Forest,1
R00572,2025-07-11,7,Meghalaya,North-East,Brahmaputra,152.7,5.86,0.531,29.2,1.94,8.78,668,2.02,Barren,1
R00573,2025-03-21,2,Tripura,North-East,Gumti,10.7,1.48,0.159,2.8,2.9,8.69,670,2.76,Forest,0
R00574,2025-04-28,12,Kerala,South,Periyar,13.7,1.47,0.125,7.9,1.95,3.31,73,1.79,Urban,0
R00575,2024-09-24,7,Maharashtra,West,Godavari,194.8,5.27,0.626,41.7,3.87,2.73,114,0.69,Wetland,1
R00576,2025-03-04,2,Madhya Pradesh,Central,Tapi,23.2,1.91,0.134,11.1,1.17,4.49,473,0.71,Urban,0
R00577,2024-08-18,6,Goa,West,Zuari,198.2,3.71,0.583,14.7,1.73,2.51,149,0.92,Urban,1
R00578,2024-07-16,3,Uttarakhand,North,Ganga,21.3,2.11,0.171,4.8,5.28,5.63,960,1.19,Wetland,0
R00579,2024-06-17,2,Meghalaya,North-East,Brahmaputra,26.5,2.46,0.153,9.2,2.26,7.59,690,2.68,Urban,0
R00580,2024-12-03,10,Chhattisgarh,Central,Mahanadi,104.1,3.75,0.407,9.6,9.25,2.17,429,1.43,Forest,0
R00581,2025-06-17,1,Andhra Pradesh,South,Krishna,28.4,1.68,0.277,4.8,3.09,0.28,222,1.66,Wetland,0
R00582,2024-08-17,12,Bihar,East,Ganga,27.5,2.05,0.242,8.5,3.91,2.64,5,1.75,Agriculture,0
R00583,2024-08-03,11,Nagaland,North-East,Brahmaputra,80.8,4.09,0.356,6.6,1.82,7.66,848,2.19,Agriculture,0
R00584,2025-05-14,5,Uttarakhand,North,Ganga,16.8,1.89,0.205,9.6,0.59,8.9,951,1.33,Wetland,0
R00585,2024-11-02,3,Uttarakhand,North,Ganga,22.5,1.93,0.139,20.4,7.43,7.04,874,2.22,Forest,0
R00586,2024-07-16,8,Jharkhand,East,Subarnarekha,267.7,5.87,0.845,9.1,3.47,2.3,9,1.1,Forest,1
R00587,2024-08-23,12,Maharashtra,West,Godavari,37.6,1.82,0.231,6.9,0.35,1.96,88,0.95,Barren,0
R00588,2024-06-15,8,Manipur,North-East,Barak,310.2,7.97,0.9,2.3,5.21,9.13,555,2.26,Agriculture,1
R00589,2024-06-28,7,Goa,West,Mandovi,215.0,4.0,0.682,7.1,10.13,3.01,423,0.3,Barren,1
R00590,2024-07-15,8,Bihar,East,Kosi,214.0,6.83,0.68,15.2,2.24,1.85,124,1.11,Wetland,1
R00591,2024-07-09,5,Karnataka,South,Krishna,15.3,2.12,0.132,6.6,4.61,1.18,5,1.28,Barren,0
R00592,2024-08-07,8,Arunachal Pradesh,North-East,Brahmaputra,182.2,6.92,0.674,7.9,0.61,8.12,767,2.33,Agriculture,1
R00593,2024-10-12,5,Bihar,East,Kosi,18.4,1.68,0.133,8.1,1.94,3.84,5,1.54,Barren,0
R00594,2025-03-17,6,Kerala,South,Periyar,241.5,5.84,0.744,1.8,8.02,1.98,197,1.4,Forest,1
R00595,2025-06-11,6,Karnataka,South,Cauvery,96.9,3.19,0.356,7.9,5.26,1.02,353,1.42,Barren,0
R00596,2025-05-15,11,Rajasthan,West,Indus,80.6,2.79,0.255,4.2,7.18,1.86,273,1.14,Urban,0
R00597,2025-01-06,12,Sikkim,North-East,Teesta,13.8,1.83,0.192,3.9,2.41,9.53,634,1.8,Wetland,0
R00598,2024-09-03,12,Kerala,South,Pamba,23.5,1.59,0.159,15.0,1.84,3.44,251,1.01,Wetland,0
R00599,2024-08-04,3,Tripura,North-East,Gumti,53.3,2.75,0.275,8.5,6.28,8.13,515,2.39,Agriculture,0
R00600,2024-10-21,3,Maharashtra,West,Tapi,27.7,1.82,0.208,5.5,0.95,2.78,288,0.36,Wetland,0
R00601,2024-11-05,10,Punjab,North,Indus,124.5,3.45,0.409,10.3,0.54,5.72,878,1.82,Barren,0
R00602,2024-06-19,9,Bihar,East,Kosi,224.2,7.99,0.747,6.8,2.41,2.98,5,1.22,Forest,1
R00603,2024-09-20,2,Arunachal Pradesh,North-East,Brahmaputra,38.7,2.74,0.199,10.1,1.72,7.37,894,2.18,Forest,0
R00604,2024-06-25,10,Uttar Pradesh,North,Ganga,114.6,3.5,0.409,8.3,0.6,6.87,776,1.62,Forest,1
R00605,2025-04-09,2,Kerala,South,Pamba,38.6,1.88,0.212,6.2,4.62,2.71,9,1.09,Urban,0
R00606,2025-06-18,9,Maharashtra,West,Godavari,326.8,7.39,0.9,95.2,12.48,0.87,426,0.45,Barren,1
R00607,2024-08-19,8,Nagaland,North-East,Brahmaputra,294.1,10.64,0.9,50.7,0.21,6.62,592,2.41,Wetland,1
R00608,2025-06-10,6,Odisha,East,Mahanadi,362.5,9.35,0.9,15.8,0.57,4.79,65,1.43,Wetland,1
R00609,2025-03-28,7,Haryana,North,Indus,101.7,3.28,0.347,8.9,0.9,5.79,593,1.59,Urban,1
R00610,2024-09-08,6,Karnataka,South,Krishna,286.1,6.77,0.841,5.3,2.23,3.42,78,1.19,Forest,1
R00611,2025-04-18,9,Odisha,East,Mahanadi,312.3,8.77,0.9,55.6,2.53,3.25,162,1.85,Forest,1
R00612,2024-08-31,8,West Bengal,East,Ganga,232.2,7.2,0.709,42.7,6.25,2.89,157,1.33,Forest,1
R00613,2024-06-07,1,Punjab,North,Indus,10.6,1.55,0.112,7.7,1.38,7.08,547,1.44,Urban,0
R00614,2024-08-28,11,Andhra Pradesh,South,Krishna,97.2,3.27,0.407,2.1,3.13,2.61,523,1.18,Agriculture,1
R00615,2025-07-04,9,Sikkim,North-East,Teesta,298.1,8.8,0.846,3.0,2.19,7.86,680,1.83,Barren,1
R00616,2024-11-24,9,Uttar Pradesh,North,Ganga,175.9,5.15,0.681,40.2,4.59,4.74,603,1.58,Wetland,1
R00617,2024-12-24,11,Gujarat,West,Narmada,64.6,2.44,0.309,11.4,3.04,3.67,18,1.01,Agriculture,1
R00618,2024-12-21,7,Mizoram,North-East,Barak,262.1,7.81,0.818,5.7,1.4,8.57,693,1.77,Barren,1
R00619,2024-06-17,8,Telangana,South,Godavari,285.0,6.9,0.9,27.5,2.75,2.66,96,1.12,Wetland,1
R00620,2025-01-17,12,Bihar,East,Ganga,44.3,2.48,0.236,4.4,2.16,3.58,5,1.26,Agriculture,0
R00621,2025-05-10,2,Maharashtra,West,Tapi,4.7,1.44,0.082,12.9,2.85,1.85,268,1.34,Urban,0
R00622,2025-05-20,6,Kerala,South,Periyar,298.4,6.75,0.9,9.1,7.97,2.24,179,1.55,Agriculture,1
R00623,2024-06-24,5,Odisha,East,Mahanadi,16.4,1.69,0.126,5.5,7.49,2.82,5,1.31,Barren,0
R00624,2024-09-18,10,Mizoram,North-East,Barak,18.3,1.52,0.15,9.5,5.4,6.11,603,1.94,Barren,0
R00625,2024-08-17,6,Bihar,East,Ganga,402.1,10.12,0.9,1.2,3.27,3.91,5,1.13,Wetland,1
R00626,2025-06-05,11,Manipur,North-East,Barak,58.0,2.33,0.256,6.4,3.99,8.54,639,2.34,Barren,0
R00627,2025-06-15,11,Nagaland,North-East,Brahmaputra,60.9,2.92,0.248,5.4,3.34,8.13,787,2.56,Forest,1
R00628,2024-12-27,5,Haryana,North,Ganga,20.1,1.43,0.236,14.0,1.21,5.23,813,1.69,Agriculture,0
R00629,2025-02-10,9,Chhattisgarh,Central,Mahanadi,72.7,3.16,0.357,19.6,2.83,4.22,464,1.19,Wetland,0
R00630,2024-07-11,10,Manipur,North-East,Barak,66.0,3.01,0.324,11.7,5.44,10.6,737,2.41,Wetland,0
R00631,2024-06-02,11,Uttar Pradesh,North,Ganga,127.4,4.11,0.44,3.7,6.51,6.3,785,1.26,Agriculture,1
R00632,2024-06-08,8,Meghalaya,North-East,Brahmaputra,485.0,15.82,0.9,28.0,9.84,8.5,669,2.01,Agriculture,1
R00633,2025-05-20,8,Uttar Pradesh,North,Ganga,310.2,8.26,0.894,50.2,0.67,6.15,961,1.61,Urban,1
R00634,2025-02-26,1,Andhra Pradesh,South,Krishna,16.8,1.48,0.18,3.7,0.31,4.43,93,1.25,Agriculture,0
R00635,2024-09-26,9,Rajasthan,West,Luni,217.8,2.85,0.772,15.6,4.95,3.29,260,0.72,Wetland,1
R00636,2025-05-09,7,Jharkhand,East,Subarnarekha,183.9,4.53,0.646,9.2,5.5,2.63,66,1.16,Wetland,1
R00637,2024-06-19,10,Uttar Pradesh,North,Ganga,104.1,3.74,0.449,13.8,1.33,6.06,587,1.65,Agriculture,0
R00638,2025-04-16,5,Goa,West,Mandovi,13.1,1.69,0.175,7.3,3.94,2.4,403,1.29,Barren,0
R00639,2025-05-17,8,Goa,West,Mandovi,245.4,4.19,0.862,1.6,2.05,3.59,412,0.56,Wetland,1
R00640,2024-10-05,10,Meghalaya,North-East,Brahmaputra,98.7,4.36,0.384,6.2,1.08,8.85,868,2.27,Forest,1
R00641,2024-12-04,9,Tamil Nadu,South,Vaigai,288.5,5.14,0.9,0.6,5.97,3.53,431,1.45,Wetland,1
R00642,2024-06-10,7,Meghalaya,North-East,Brahmaputra,53.4,3.59,0.363,26.5,4.4,6.03,712,2.33,Agriculture,0
R00643,2025-06-13,8,Goa,West,Mandovi,306.4,4.89,0.9,12.4,2.0,1.89,386,1.46,Forest,1
R00644,2024-07-22,8,Andhra Pradesh,South,Godavari,305.8,7.71,0.9,5.3,4.96,3.18,137,1.6,Agriculture,1
R00645,2025-04-21,12,Rajasthan,West,Luni,31.9,1.51,0.196,10.5,1.65,2.69,285,0.66,Wetland,1
R00646,2025-06-19,4,Uttar Pradesh,North,Ganga,22.5,1.92,0.176,17.0,0.58,5.77,778,1.58,Urban,0
R00647,2024-09-02,9,Nagaland,North-East,Brahmaputra,124.9,5.73,0.422,58.8,1.14,8.55,713,2.31,Barren,0
R00648,2025-07-12,6,Meghalaya,North-East,Brahmaputra,421.3,14.23,0.9,11.1,5.09,6.66,759,2.14,Forest,1
R00649,2024-12-18,9,Nagaland,North-East,Brahmaputra,44.2,3.87,0.311,47.7,0.84,7.07,575,2.54,Agriculture,0
R00650,2025-07-11,1,Tamil Nadu,South,Vaigai,16.6,1.6,0.16,7.7,3.99,2.86,459,1.94,Agriculture,0
R00651,2024-11-26,4,Arunachal Pradesh,North-East,Brahmaputra,19.0,2.08,0.115,6.3,5.51,9.34,629,2.06,Forest,0
R00652,2024-10-11,11,Karnataka,South,Krishna,62.7,2.4,0.316,10.7,8.83,2.28,64,0.86,Wetland,0
R00653,2025-04-27,11,Uttarakhand,North,Ganga,118.7,3.82,0.508,9.4,4.33,6.14,718,1.86,Wetland,0
R00654,2024-11-28,11,Odisha,East,Mahanadi,93.9,3.0,0.371,1.9,1.99,4.58,101,1.25,Wetland,1
R00655,2024-10-27,12,Assam,North-East,Brahmaputra,21.0,2.04,0.185,1.0,2.46,10.22,701,2.53,Wetland,0
R00656,2025-03-29,10,West Bengal,East,Hooghly,88.8,3.28,0.374,9.3,1.69,0.99,5,1.71,Urban,0
R00657,2025-06-11,11,Sikkim,North-East,Teesta,119.7,4.2,0.404,12.2,4.96,8.34,650,2.21,Urban,1
R00658,2025-01-30,4,Kerala,South,Pamba,13.3,1.42,0.141,1.6,11.52,5.27,172,1.4,Agriculture,0
R00659,2025-07-17,6,West Bengal,East,Hooghly,236.7,6.34,0.701,9.4,2.77,3.07,5,1.54,Forest,1
R00660,2025-02-27,10,Meghalaya,North-East,Brahmaputra,90.6,3.84,0.264,29.1,7.12,9.04,844,2.22,Forest,0
R00661,2025-05-26,1,Telangana,South,Godavari,24.8,1.91,0.226,1.9,4.11,3.64,411,0.84,Wetland,0
R00662,2024-07-03,3,Jammu & Kashmir,North,Indus,49.6,2.6,0.249,12.8,5.39,5.12,744,1.36,Wetland,0
R00663,2024-08-03,4,Jammu & Kashmir,North,Indus,12.1,1.55,0.156,6.9,7.37,6.03,695,2.08,Forest,0
R00664,2025-07-08,2,Uttar Pradesh,North,Ganga,17.0,2.12,0.142,2.8,1.76,6.02,651,1.46,Forest,0
R00665,2025-05-06,11,Punjab,North,Indus,72.3,2.48,0.285,7.9,1.25,7.12,955,2.03,Urban,0
R00666,2025-05-23,12,Bihar,East,Kosi,31.4,2.04,0.217,28.3,1.73,5.1,178,1.7,Wetland,0
R00667,2025-01-25,12,Mizoram,North-East,Barak,0.0,1.98,0.078,8.1,1.13,8.28,871,2.01,Urban,0
R00668,2024-06-15,2,Rajasthan,West,Luni,18.8,1.54,0.128,1.6,7.31,4.01,409,0.96,Barren,0
R00669,2024-12-23,11,Gujarat,West,Tapi,90.7,2.75,0.334,14.8,1.12,3.02,130,0.85,Urban,0
R00670,2024-08-12,2,Jammu & Kashmir,North,Indus,20.4,1.64,0.191,10.0,1.73,4.46,749,1.1,Agriculture,0
R00671,2024-12-05,4,West Bengal,East,Ganga,57.0,2.72,0.215,4.2,0.83,3.1,5,1.46,Urban,0
R00672,2024-08-02,2,Sikkim,North-East,Teesta,31.0,1.92,0.17,1.4,2.41,7.08,839,1.74,Forest,0
R00673,2025-02-08,3,Telangana,South,Krishna,20.4,2.04,0.175,13.5,3.47,4.42,174,1.21,Agriculture,0
R00674,2024-07-26,2,Mizoram,North-East,Barak,20.9,1.9,0.135,4.3,1.6,7.76,844,2.07,Barren,0
R00675,2025-03-13,8,Jammu & Kashmir,North,Indus,176.9,4.1,0.633,11.5,5.72,6.3,876,2.16,Agriculture,1
R00676,2024-11-26,7,Mizoram,North-East,Barak,537.4,12.42,0.9,22.2,3.37,7.79,755,1.75,Wetland,1
R00677,2024-09-24,2,Andhra Pradesh,South,Godavari,19.5,1.79,0.219,3.2,0.89,2.71,144,0.65,Agriculture,0
R00678,2025-01-11,10,Tamil Nadu,South,Cauvery,80.5,2.86,0.308,12.4,2.58,4.22,139,1.38,Forest,0
R00679,2025-04-20,3,Jharkhand,East,Subarnarekha,37.4,1.68,0.244,0.7,4.98,2.44,35,2.03,Forest,0
R00680,2024-06-21,4,Mizoram,North-East,Barak,45.0,2.35,0.165,7.1,5.39,9.43,504,2.77,Barren,0
R00681,2024-07-19,12,Manipur,North-East,Barak,28.4,2.02,0.154,1.7,3.57,6.76,755,2.09,Forest,0
R00682,2024-12-03,12,Rajasthan,West,Indus,31.8,2.05,0.186,8.5,0.7,4.88,83,0.63,Forest,0
R00683,2025-04-20,4,Mizoram,North-East,Barak,19.9,1.8,0.194,7.4,2.75,6.36,582,2.56,Wetland,0
R00684,2025-03-09,8,Haryana,North,Ganga,108.5,4.26,0.406,29.5,0.86,4.85,878,1.71,Urban,0
R00685,2024-08-05,6,Assam,North-East,Brahmaputra,200.2,7.41,0.634,3.3,1.52,6.69,829,2.09,Agriculture,1
R00686,2024-10-13,6,Bihar,East,Kosi,383.9,11.26,0.9,12.4,1.33,2.57,66,1.18,Agriculture,1
R00687,2025-05-30,2,Tamil Nadu,South,Vaigai,31.9,1.79,0.148,6.2,3.8,3.46,190,0.8,Barren,0
R00688,2024-11-10,5,Punjab,North,Indus,0.0,1.57,0.146,2.8,0.96,7.58,866,1.25,Urban,0
R00689,2024-08-19,9,Himachal Pradesh,North,Ganga,240.6,6.85,0.722,83.9,3.01,6.79,856,0.81,Barren,1
R00690,2024-10-07,7,Tamil Nadu,South,Vaigai,313.6,5.18,0.9,22.5,4.53,2.37,369,1.47,Urban,1
R00691,2025-05-11,5,Mizoram,North-East,Barak,1.8,1.18,0.097,3.7,1.82,7.73,679,2.35,Forest,0
R00692,2024-11-06,3,Punjab,North,Indus,26.8,2.43,0.193,3.9,0.89,6.34,919,1.65,Forest,0
R00693,2024-08-09,5,Bihar,East,Ganga,37.2,2.45,0.298,6.8,3.8,2.18,95,1.59,Agriculture,1
R00694,2025-06-28,2,Himachal Pradesh,North,Indus,35.9,2.06,0.177,5.2,0.92,6.42,954,1.5,Urban,0
R00695,2025-07-15,5,Odisha,East,Mahanadi,41.2,2.58,0.17,4.6,3.89,2.11,275,1.63,Urban,1
R00696,2025-04-06,12,Jammu & Kashmir,North,Indus,52.4,2.44,0.272,13.0,5.62,6.73,975,1.44,Agriculture,0
R00697,2025-06-06,9,West Bengal,East,Hooghly,235.2,6.08,0.737,16.0,4.03,3.11,75,1.83,Forest,1
R00698,2024-12-15,3,Uttar Pradesh,North,Ganga,63.3,2.71,0.277,10.3,0.89,4.35,1010,1.74,Urban,0
R00699,2024-12-09,6,Tamil Nadu,South,Cauvery,403.6,7.78,0.9,17.1,6.54,3.1,198,0.96,Forest,1
R00700,2025-07-05,5,Assam,North-East,Brahmaputra,17.4,1.77,0.131,11.7,0.67,8.11,831,2.29,Urban,0
R00701,2025-06-11,9,West Bengal,East,Hooghly,352.3,8.32,0.9,11.0,1.2,3.18,189,1.85,Urban,1
R00702,2024-11-08,6,West Bengal,East,Ganga,299.8,8.22,0.881,3.1,0.68,1.75,112,1.48,Forest,1
R00703,2024-12-17,10,Tamil Nadu,South,Cauvery,119.6,3.16,0.442,2.4,2.36,2.7,328,1.21,Agriculture,1
R00704,2025-02-22,1,Sikkim,North-East,Teesta,46.1,2.58,0.248,9.6,3.12,6.73,707,1.63,Agriculture,0
